,carpark_number,update_datetime,id,total_lots,lot_type,lots_available,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
55,J55,2021-04-10T23:50:07,55,141,C,94,0.363475177,0.345744681,0.334219858,0.312943262,0.304078014,0.308510638,0.343085106,0.405141844,0.554964539,0.793439716,0.846631206,0.90248227,0.84751773,0.789893617,0.679964539,0.567375887,0.537234043,0.550531915,0.65248227,0.668439716,0.65248227,0.559397163,0.392730496,0.335992908
56,J43,2021-04-10T23:48:34,56,190,C,48,0.734868421,0.769736842,0.788157895,0.813815789,0.803289474,0.801973684,0.811184211,0.805263158,0.759210526,0.725657895,0.698026316,0.666447368,0.648684211,0.613815789,0.596710526,0.610526316,0.613815789,0.611842105,0.616447368,0.644078947,0.657236842,0.664473684,0.705921053,0.735526316
57,J46,2021-04-10T23:49:43,57,63,C,23,0.581349206,0.563492063,0.505952381,0.513888889,0.488095238,0.531746032,0.68452381,0.843253968,0.900793651,0.988095238,0.984126984,0.996031746,0.998015873,1,0.986111111,0.992063492,0.944444444,0.920634921,0.902777778,0.916666667,0.869047619,0.807539683,0.742063492,0.597222222
58,KB1,2021-04-10T23:49:47,58,239,C,52,0.791317992,0.798117155,0.817991632,0.825313808,0.819560669,0.833158996,0.820606695,0.809623431,0.811192469,0.816422594,0.885983264,0.923117155,0.947698745,0.937761506,0.942468619,0.913702929,0.894874477,0.896443515,0.919979079,0.912656904,0.933054393,0.879707113,0.82374477,0.77039749
59,GBM,2021-04-10T23:49:47,59,677,C,344,0.484675037,0.497968981,0.50978582,0.520125554,0.524556869,0.528249631,0.530096012,0.516802068,0.488183161,0.452732644,0.426144756,0.412296898,0.403064993,0.396418021,0.402141802,0.415251108,0.411558346,0.400849335,0.387001477,0.395125554,0.404172821,0.430760709,0.464918759,0.4961226
60,SE14,2021-04-10T23:50:26,60,187,C,58,0.713235294,0.728609626,0.747994652,0.763368984,0.764037433,0.767379679,0.77540107,0.768048128,0.743983957,0.731283422,0.725935829,0.685160428,0.687834225,0.659759358,0.638368984,0.648395722,0.653743316,0.659090909,0.681149733,0.685828877,0.655748663,0.681149733,0.72526738,0.721256684
61,SE50,2021-04-10T23:50:26,61,591,C,349,0.403553299,0.415186125,0.427664975,0.436759729,0.437605753,0.439086294,0.442681895,0.428299492,0.410956007,0.390439932,0.378384095,0.365905245,0.357021997,0.356387479,0.370135364,0.383671743,0.390862944,0.402918782,0.392343486,0.380499154,0.386632826,0.388324873,0.395516074,0.406302876
62,J40,2021-04-10T23:50:35,62,206,C,30,0.842839806,0.868325243,0.889563107,0.898058252,0.905946602,0.90473301,0.891990291,0.837985437,0.809466019,0.842839806,0.901092233,0.927184466,0.912014563,0.876820388,0.83434466,0.829490291,0.819174757,0.828883495,0.854975728,0.89381068,0.866504854,0.84526699,0.835558252,0.863470874
63,JM1,2021-04-10T23:49:52,63,341,C,188,0.451612903,0.465175953,0.473973607,0.480205279,0.491568915,0.493035191,0.487536657,0.475806452,0.441715543,0.415322581,0.375733138,0.328445748,0.317082111,0.316715543,0.338709677,0.364002933,0.365835777,0.358870968,0.354105572,0.345307918,0.366568915,0.398826979,0.440249267,0.467008798
64,J32,2021-04-10T23:49:52,64,199,C,61,0.645100503,0.65138191,0.658919598,0.663316583,0.673994975,0.671482412,0.668341709,0.648869347,0.613065327,0.600502513,0.614321608,0.564070352,0.540829146,0.545226131,0.576633166,0.543969849,0.525125628,0.542085427,0.576005025,0.603015075,0.599874372,0.617462312,0.631909548,0.626256281
65,A11,2021-04-10T23:50:08,65,368,C,129,0.624320652,0.626019022,0.636209239,0.645380435,0.621603261,0.639266304,0.684103261,0.768342391,0.928328804,0.985054348,0.986413043,0.971127717,0.940217391,0.871263587,0.768682065,0.68138587,0.668478261,0.64673913,0.64232337,0.690217391,0.674932065,0.632133152,0.617866848,0.609714674
66,TR1,2021-04-10T23:50:06,66,391,C,134,0.665920716,0.681265985,0.691815857,0.695971867,0.703644501,0.705882353,0.699808184,0.680626598,0.64673913,0.63011509,0.623721228,0.609654731,0.614769821,0.647058824,0.634590793,0.650255754,0.658567775,0.652173913,0.664322251,0.650255754,0.649936061,0.639066496,0.648976982,0.667838875
67,JBM,2021-04-10T23:50:44,67,342,C,208,0.389254386,0.402777778,0.417397661,0.428362573,0.431652047,0.432748538,0.428362573,0.417032164,0.394371345,0.375730994,0.347953216,0.320906433,0.301535088,0.312134503,0.311403509,0.319809942,0.340643275,0.353070175,0.354166667,0.358552632,0.357090643,0.355994152,0.381944444,0.398391813
68,TE2,2021-04-10T23:50:15,68,213,C,126,0.403755869,0.420774648,0.437206573,0.450704225,0.441901408,0.454812207,0.457746479,0.45129108,0.440140845,0.434859155,0.416079812,0.400234742,0.401408451,0.394953052,0.392018779,0.394953052,0.384976526,0.384976526,0.36971831,0.356220657,0.353873239,0.360915493,0.373239437,0.382042254
69,CR31,2021-04-10T23:49:13,69,92,C,5,0.926630435,0.918478261,0.925271739,0.918478261,0.930706522,0.936141304,0.932065217,0.904891304,0.895380435,0.883152174,0.89673913,0.951086957,0.971467391,0.972826087,0.979619565,0.966032609,0.933423913,0.944293478,0.951086957,0.94701087,0.971467391,0.971467391,0.952445652,0.944293478
70,J1,2021-04-10T23:50:18,70,368,C,146,0.617527174,0.636209239,0.646399457,0.66236413,0.6640625,0.666440217,0.668138587,0.640964674,0.591711957,0.558763587,0.530230978,0.507133152,0.48267663,0.488790761,0.496942935,0.511209239,0.509171196,0.505434783,0.508152174,0.518342391,0.551630435,0.572350543,0.597146739,0.625
71,J2,2021-04-10T23:49:53,71,200,C,67,0.61625,0.62375,0.639375,0.6525,0.654375,0.656875,0.64875,0.63125,0.578125,0.521875,0.493125,0.49125,0.51625,0.535625,0.54625,0.590625,0.6175,0.62875,0.605,0.60625,0.635625,0.658125,0.626875,0.63375
72,J3,2021-04-10T23:49:21,72,308,C,116,0.623782468,0.644480519,0.652191558,0.666396104,0.674512987,0.678977273,0.664772727,0.636363636,0.597808442,0.560470779,0.541801948,0.511363636,0.489448052,0.496347403,0.489853896,0.521915584,0.528003247,0.534496753,0.565746753,0.58887987,0.568181818,0.572646104,0.605925325,0.644074675
73,T37,2021-04-10T23:46:59,73,1174,C,445,0.649382453,0.658752129,0.674936116,0.690694208,0.698040886,0.700809199,0.699850937,0.675787905,0.653109029,0.649063032,0.651405451,0.630856048,0.61967632,0.595293867,0.605302385,0.581984668,0.600936968,0.6004046,0.617227428,0.651724872,0.661307496,0.645229983,0.646720613,0.66024276
74,KB3,2021-04-10T23:49:59,74,149,C,50,0.619966443,0.635067114,0.63590604,0.644295302,0.638422819,0.659395973,0.645973154,0.643456376,0.67114094,0.751677852,0.873322148,0.895973154,0.916946309,0.935402685,0.948825503,0.812080537,0.784395973,0.804530201,0.869127517,0.93204698,0.908557047,0.807885906,0.66442953,0.630033557
75,KBM,2021-04-10T23:49:45,75,239,C,146,0.384414226,0.393305439,0.40376569,0.410564854,0.422594142,0.42416318,0.42625523,0.418933054,0.410041841,0.39958159,0.399058577,0.384937238,0.415271967,0.42207113,0.416841004,0.383891213,0.3708159,0.376046025,0.364016736,0.34832636,0.344142259,0.339435146,0.375,0.393305439
76,J4,2021-04-10T23:48:13,76,172,C,34,0.796511628,0.809593023,0.816860465,0.82630814,0.843023256,0.85755814,0.843023256,0.817587209,0.76380814,0.728924419,0.723837209,0.703488372,0.685319767,0.691133721,0.69622093,0.716569767,0.704215116,0.70130814,0.712209302,0.689680233,0.675872093,0.711482558,0.773255814,0.822674419
77,TGM1,2021-04-10T23:41:34,77,388,C,212,0.465850515,0.478092784,0.486146907,0.487435567,0.488079897,0.489690722,0.486146907,0.475837629,0.453608247,0.427835052,0.405927835,0.364046392,0.34310567,0.338273196,0.347615979,0.347938144,0.350515464,0.347938144,0.349871134,0.349548969,0.37242268,0.392074742,0.420425258,0.448775773
